round,mode,accuracy,loss,avg_per,jain,energy,est_upload_time,bw_factor,topk,exhausted_clients
1,semi_sync,0.2448,2.5382659948324857,0.764321588362666,0.49999999999999,82.28252190497864,20.03852190497864,1.0,5,
2,bridge,0.2448,2.5382659948324857,0.6957888570587452,0.5555555555555525,95.0930997512952,17.245099751295182,0.6400000000000001,5,
3,bridge,0.2448,2.5382659918145287,0.7046252242764975,0.5769230769230754,93.67799537863738,15.109995378637372,0.6507772933092485,5,
4,bridge,0.3373,2.893720255622381,0.7494922521571589,0.624999999999999,58.364079542661344,5.600079542661334,0.6479785289748987,5,
5,bridge,0.2838,2.8510257684731783,0.7731378572494008,0.6666666666666655,94.30149580762603,15.705495807626022,0.661433606670042,5,
6,bridge,0.2455,2.4405983701536926,0.7717138765688885,0.6666666666666655,88.1048646679736,25.86086466797361,0.6563779406189483,5,
7,bridge,0.3829,2.007170942765248,0.699980928074115,0.624999999999999,79.84736394089165,16.855363940891667,0.6581365300592181,5,
8,bridge,0.3558,2.2817027810253676,0.678564696113097,0.6666666666666655,107.04263971352458,21.594639713524586,0.6640030887258844,5,
9,bridge,0.4207,1.7571817666669436,0.6305655813932833,0.6666666666666655,84.64082059685109,6.0448205968510775,0.6620002776021391,5,
10,bridge,0.4367,2.057408290573313,0.6876299258771601,0.6666666666666655,76.29078545816067,14.046785458160677,0.6656103063669864,5,
11,async,0.531,1.2888997144336942,0.6748542760375869,0.6896551724137919,90.80487057614434,12.20887057614433,0.837531281627446,5,
12,async,0.5771,1.1733999335313146,0.7108543807703324,0.6060606060606051,89.66017325718897,20.156173257188954,0.8324129910730566,5,
13,async,0.4779,1.816842998130412,0.6245617370339135,0.6451612903225796,95.96297514806275,17.746975148062756,0.8120163336381461,5,
14,async,0.5212,1.6690047602110272,0.7629683424835676,0.624999999999999,75.03350047519065,5.529500475190649,0.8162214104474452,5,
15,async,0.5233,1.261942489237725,0.6487375405777133,0.6060606060606051,71.44214332727512,9.19814332727511,0.8168764990277181,5,
16,async,0.5693,1.1981326401988162,0.6726290939486482,0.6060606060606051,82.83482635357117,13.330826353571178,0.826965143746681,5,
17,async,0.6148,1.1061627540407302,0.7774253990542788,0.5555555555555548,76.32739617951138,14.083396179511388,0.8305213834803318,5,
