round,mode,accuracy,loss,avg_per,jain,energy,est_upload_time,bw_factor,topk,exhausted_clients
1,async,0.2055,2.0401070356369018,0.07878139069672774,0.49999999999999,143.41878737439905,5.874787374399044,1.0,5,
2,async,0.2611,2.1073262870311735,0.11834958166760652,0.99999999999999,65.98468284554097,3.5286828455409758,0.8,5,
3,async,0.3478,1.7623489379882813,0.07168220192531849,0.8999999999999965,149.95070997668353,12.406709976683523,0.8539916045494891,5,
4,async,0.3883,1.6926054656505585,0.04101263807210961,0.8333333333333316,138.24354138938358,6.979541389383578,0.8402345320661254,5,
5,async,0.4416,1.5011430203914642,0.07404429688727296,0.8333333333333316,148.3538071647323,10.809807164732295,0.8340795713260108,5,
6,async,0.4533,1.4259689271450042,0.1388213928840571,0.7999999999999984,72.34385001693563,3.6078500169356325,0.8324340240021266,5,
7,async,0.4311,1.5852765679359435,0.1126538761825127,0.9999999999999974,65.15511242711459,2.6991124271145863,0.830313604841596,5,
8,async,0.5067,1.3454837083816529,0.05796523278121489,0.9523809523809501,147.9393548576398,10.395354857639822,0.8570659158995331,5,
9,async,0.5303,1.3546000123023987,0.051051414152563514,0.9999999999999974,136.09279083063873,4.828790830638726,0.8537981152095615,5,
10,async,0.5408,1.256987053155899,0.06799872620498847,0.8333333333333316,143.5600796471997,6.016079647199701,0.8575324637119167,5,
11,async,0.5726,1.134418213367462,0.11126954601697019,0.7999999999999984,71.91536753225454,3.179367532254534,0.8334630638896738,5,
12,async,0.5994,1.1240142643451692,0.10550213228670231,0.9523809523809501,87.68075559522525,3.340755595225258,0.831178257689307,5,
13,async,0.5431,1.2676441669464111,0.0622037750793162,0.9523809523809501,122.04977790540642,6.3897779054064126,0.8470156206778455,5,
14,async,0.5826,1.2637370586395265,0.053076873033745475,0.9999999999999974,135.48532589535472,4.221325895354728,0.8519066088131765,5,
15,async,0.6287,1.0324258744716643,0.07908007429096948,0.8333333333333316,143.2371868416427,5.693186841642729,0.8460603669911744,5,
16,async,0.6163,1.0241869926452636,0.10567283753368688,0.8333333333333316,72.9917447280394,4.255744728039407,0.8294950295352969,5,
17,async,0.6353,1.0028418809175492,0.09374790111476872,0.9523809523809501,90.35942391448413,6.019423914484124,0.8346225425754076,5,
18,async,0.6156,1.0604420274496078,0.04367970451604157,0.9523809523809501,122.2185744891583,6.558574489158289,0.8456847376274361,5,
19,async,0.6298,1.089457780122757,0.07133928041604345,0.9999999999999974,141.85835290137507,10.594352901375064,0.8503157806193875,5,
20,async,0.6675,0.9114366590976715,0.07496027720482645,0.8333333333333316,145.8207561644325,8.276756164432523,0.8493468705610095,5,
21,async,0.6312,1.0157409131526947,0.13022555481071352,0.8333333333333316,72.08925650183237,3.353256501832357,0.8284684839703674,5,
22,async,0.7061,0.8400821447372436,0.12372908347605394,0.9523809523809501,87.08583855934573,2.7458385593457386,0.8347330816494694,5,
23,async,0.6533,0.9790492117404938,0.06415955653878387,0.9523809523809501,135.9425871344265,4.678587134426495,0.8467796300469401,5,
24,async,0.6998,0.8913441330194474,0.06321322571630998,0.9523809523809501,131.56550831509816,6.2135083150981725,0.8488080675350429,5,
25,async,0.6794,0.9037868082523346,0.06418072651709686,0.8333333333333316,146.57207689326785,9.028076893267833,0.8430649292819556,5,
26,async,0.65,0.963402944803238,0.14287779732741007,0.8695652173913024,72.55962275914806,3.823622759148048,0.8290376920608549,5,
27,async,0.7209,0.7936463207006454,0.08248384333991085,0.9523809523809501,87.09480761990716,2.7548076199071594,0.8339930069162129,5,
28,async,0.7011,0.8482140809297561,0.03239477400587713,0.909090909090907,105.93148971843648,4.8794897184364805,0.8506564057537997,5,
29,async,0.6632,0.9565161675214767,0.10457156580838119,0.8333333333333316,118.73941675934965,3.5874167593496593,0.8594009153288835,5,
30,async,0.712,0.8432050675153733,0.09849331255772378,0.9523809523809501,124.15828104569815,9.098281045698139,0.8381643824157579,5,
31,async,0.7478,0.7390809178352356,0.11085708515552402,0.909090909090907,123.99917894119747,8.33917894119748,0.8244482802629397,5,
32,async,0.7109,0.809315636754036,0.09525491379330739,0.8695652173913024,102.73761783928822,8.169617839288234,0.8095864559003315,5,
33,async,0.6905,0.8633740216493606,0.08534758555972255,0.909090909090907,96.08247899007208,4.510478990072084,0.8108726656691236,5,
34,async,0.7307,0.805071446299553,0.08974093006856901,0.909090909090907,118.94442178487404,4.540421784874028,0.8199968809765739,5,
35,async,0.7333,0.7721829921007156,0.09547619834373879,0.9523809523809501,120.04301422269806,4.983014222698046,0.8218682973034347,5,
36,async,0.7377,0.8005182206630707,0.08871771941571902,0.909090909090907,121.30417940598876,6.364179405988762,0.8176455599387347,5,
37,async,0.7051,0.8302307486534118,0.10629351350075134,0.8695652173913024,82.20255424596198,4.374554245961984,0.8118885529589999,5,
38,async,0.7402,0.7488992571830749,0.0793232807376126,0.9523809523809501,98.91536516363858,7.3433651636385875,0.8176096768362142,5,
39,async,0.742,0.782548776268959,0.06687893172651159,0.909090909090907,127.20729639161281,6.1712963916128025,0.8258653926406141,5,
40,async,0.7691,0.6864819616079331,0.07168860424727388,0.8695652173913024,152.52354160453038,14.379541604530399,0.8311302073881948,5,
41,async,0.7691,0.6864819616079331,0.7466426464804405,0.7999999999999984,325.2314571411787,210.89145714117868,0.8489253683209599,5,
42,async,0.6132,1.2008266746997833,0.8480015600550752,0.909090909090907,86.14406762422766,8.316067624227665,0.8917881950153093,5,
43,async,0.7233,0.7731279551982879,0.6511504865982756,0.909090909090907,108.58252733387779,6.182527333877794,0.8937516117234703,5,
44,async,0.7602,0.6741501241922379,0.6703105629118599,0.8695652173913024,215.1630174029629,113.3630174029629,0.8966149216291985,5,
45,async,0.7602,0.6741501241922379,0.724100954663934,0.8333333333333316,134.10783727754384,17.84783727754384,0.8869849374405471,5,
46,async,0.7695,0.6669643700122834,0.7846860057602084,0.8695652173913024,122.767823306032,18.655823306032,0.8735848157818406,5,
47,async,0.7695,0.6669643700122834,0.7904178240896166,0.9999999999999974,89.42037656689838,11.592376566898384,0.8650741162843487,5,
48,async,0.732,0.782812875509262,0.7195965531815623,0.9523809523809501,191.8634618846479,75.43946188464793,0.8695270541075556,5,
49,async,0.7588,0.6904655784368515,0.683469228027149,0.8695652173913024,126.01558853886709,24.215588538867102,0.859754563545123,5,
50,async,0.7588,0.6904655784368515,0.7255845178518905,0.8333333333333316,233.16451527178924,109.64451527178922,0.8618634196710335,5,
51,async,0.7719,0.6494099140167237,0.7912031961266451,0.8695652173913024,95.47953270940593,13.251532709405925,0.8626583591599171,5,
52,async,0.7431,0.7382903635501862,0.7862735879442264,0.9523809523809501,88.32944492223476,11.249444922234755,0.8613590284844399,5,
53,async,0.8042,0.5672210782766343,0.7128272300067608,0.9523809523809501,132.96658486766182,16.54258486766183,0.8835609524868397,5,
54,async,0.7709,0.6632328242063522,0.7131116537146954,0.909090909090907,353.82743616129574,252.02743616129575,0.8820703748316824,5,
55,async,0.7709,0.6632328242063522,0.7653019483811505,0.8333333333333316,237.0392775959193,98.14727759591929,0.9052358678094571,5,
56,async,0.7934,0.6238588035106659,0.7327287644607734,0.7999999999999984,112.18763460252164,22.69963460252163,0.885231802208679,5,
57,async,0.7934,0.6238588035106659,0.7244477770504794,0.909090909090907,67.88823743654928,6.780237436549281,0.8818603579335931,5,
58,async,0.7932,0.5820683360099792,0.6436441359932906,0.9523809523809501,132.8162200629125,16.3922200629125,0.8910566978411414,5,
59,async,0.7932,0.5820683360099792,0.7169820822174646,0.909090909090907,154.14193377781245,28.78993377781245,0.8839999481783415,5,
60,async,0.7545,0.7847783625125885,0.7569752051090188,0.8695652173913024,160.5931658677124,21.701165867712405,0.8485052008777181,5,
