round,mode,accuracy,loss,avg_per,jain,energy,est_upload_time,bw_factor,topk,exhausted_clients
1,semi_sync,0.2411,1.955958080291748,0.051297999999999996,0.49999999999999,92.09889174064244,8.358891740642449,1.0,5,
2,semi_sync,0.284,1.856372320652008,0.04360199999999996,0.4999999999999975,171.22124747103072,87.48124747103073,0.8,5,
3,semi_sync,0.3702,1.7826872050762177,0.07506799999999995,0.4999999999999989,86.84209810511256,3.102098105112555,0.8462105941283807,5,
4,semi_sync,0.3152,2.415681254863739,0.05561399999999992,0.7999999999999984,118.72100422984255,2.461004229842556,0.8636609095001365,5,
5,semi_sync,0.2126,4.804145073890686,0.051373999999999975,0.9999999999999974,118.87802668690593,2.6180266869059126,0.8630767943604781,5,
6,semi_sync,0.3867,1.78533473610878,0.1324839999999999,0.9999999999999974,677.4967931082374,593.7567931082375,0.8552567558600594,5,
7,semi_sync,0.3948,1.620739644765854,0.039219999999999935,0.9999999999999974,86.11438880456876,2.374388804568762,0.926055891900729,5,
8,semi_sync,0.3947,1.6431509017944337,0.051615999999999974,0.7999999999999984,98.2304079800608,14.490407980060802,0.9261095976383757,5,
9,semi_sync,0.3084,1.922396570444107,0.12667799999999996,0.7999999999999984,293.34298120568144,177.08298120568142,0.927621825921832,5,
10,semi_sync,0.3475,1.9159643530845643,0.05561399999999996,0.9999999999999974,118.90103703281883,2.641037032818844,0.914746122575816,5,
11,semi_sync,0.4243,1.5768782675266266,0.06801399999999995,0.9999999999999974,86.09629933163492,2.356299331634917,0.8983120692761993,5,
12,semi_sync,0.5003,1.417078286409378,0.063088,0.9999999999999974,685.0892787691924,601.3492787691924,0.8983151526076736,5,
13,semi_sync,0.5382,1.3195596098899842,0.04778999999999998,0.7999999999999984,395.8120659501527,312.0720659501527,0.9136295346450731,5,
14,semi_sync,0.4919,1.52536398768425,0.06768399999999994,0.7999999999999984,136.58891342251627,20.328913422516244,0.9061510141135182,5,
15,semi_sync,0.3382,2.171111023426056,0.043791999999999935,0.9999999999999974,122.57313521533598,6.3131352153359765,0.9048600964960747,5,
16,semi_sync,0.5393,1.2798942625522614,0.06274199999999998,0.9999999999999974,86.43947400367014,2.6994740036701503,0.9021979007053863,5,
17,semi_sync,0.5494,1.230082768201828,0.043597999999999956,0.9999999999999974,86.77606620435543,3.0360662043554294,0.9063427252006706,5,
18,semi_sync,0.4101,2.1707796335220335,0.08247599999999995,0.7999999999999984,90.89743520376052,7.157435203760505,0.8417230293397291,5,
19,semi_sync,0.4734,1.6403942346572875,0.09450999999999998,0.7999999999999984,119.2658721503379,3.0058721503378902,0.8422631068595114,5,
20,semi_sync,0.5318,1.618766760826111,0.06378999999999999,0.9999999999999974,118.92601737516216,2.6660173751621725,0.8392755443573731,5,
21,semi_sync,0.4849,1.6784750640392303,0.06721599999999996,0.9999999999999974,105.78652314186233,22.04652314186233,0.8256561649046568,5,
22,semi_sync,0.587,1.1322341203689574,0.07446199999999997,0.9999999999999974,86.5659828529133,2.8259828529133073,0.8176863841975892,5,
23,semi_sync,0.5034,1.5592925369739532,0.058987999999999985,0.7999999999999984,86.75450829405803,3.014508294058028,0.8195022650831905,5,
24,semi_sync,0.4999,1.6336945831775664,0.04360999999999994,0.7999999999999984,118.93892062532178,2.6789206253217763,0.8326551916691337,5,
25,semi_sync,0.6175,1.2548546373844147,0.06768599999999993,0.9999999999999974,118.93968188397089,2.6796818839709062,0.8326679219798585,5,
26,semi_sync,0.6017,1.1461200892925263,0.07537199999999995,0.9999999999999974,86.3869080892297,2.646908089229702,0.8271396529976427,5,
27,semi_sync,0.5403,1.3519235610961915,0.06321599999999997,0.9999999999999974,86.68190180552912,2.9419018055291235,0.8272149326523581,5,
28,semi_sync,0.5393,1.3954645931720733,0.03490199999999996,0.7999999999999984,86.27827119983232,2.5382711998323066,0.82724545505135,5,
29,semi_sync,0.4713,1.559501725435257,0.06744999999999994,0.7999999999999984,118.90083820250787,2.6408382025078803,0.8409753763476551,5,
30,semi_sync,0.6016,1.174197405576706,0.059527999999999935,0.9999999999999974,120.88374820420361,4.623748204203598,0.8409397591239517,5,
31,semi_sync,0.6264,1.0952319622039794,0.13607399999999994,0.9999999999999974,104.75980602110835,21.01980602110835,0.8292802938593362,5,
32,semi_sync,0.6315,0.9967244327068329,0.04992999999999994,0.9999999999999974,86.57589063543436,2.8358906354343763,0.8218029015364902,5,
33,semi_sync,0.4781,1.6049052834510804,0.07051199999999996,0.7999999999999984,104.13840394100353,20.398403941003522,0.8216798000277996,5,
34,semi_sync,0.5622,1.3183799803256988,0.06330199999999997,0.7999999999999984,119.3692836131346,3.109283613134587,0.8277858459110589,5,
35,semi_sync,0.6502,1.1621556043624879,0.08329799999999998,0.9999999999999974,119.32941773864292,3.06941773864292,0.826235287816943,5,
36,semi_sync,0.598,1.2241163074970245,0.119332,0.9999999999999974,92.6177884921369,8.877788492136897,0.8201325404113569,5,
37,semi_sync,0.5621,1.2511350631713867,0.049869999999999956,0.9999999999999974,86.67563365775804,2.9356336577580584,0.8176017813777834,5,
38,semi_sync,0.6513,0.9984304934740067,0.059943999999999976,0.7999999999999984,286.9055994575434,203.1655994575434,0.8249163809777278,5,
39,semi_sync,0.6005,1.1372962653636933,0.059159999999999956,0.7999999999999984,118.71518695752982,2.4551869575298104,0.8979579972553432,5,
40,semi_sync,0.6194,1.3947200715541839,0.051661999999999965,0.9999999999999974,118.82186489644259,2.5618648964425823,0.8980650413113453,5,
41,semi_sync,0.5089,1.9065377712249756,0.051297999999999955,0.9999999999999974,86.32396654816577,2.583966548165783,0.8934983691282561,5,
42,semi_sync,0.7226,0.7795768558979035,0.047447999999999955,0.9999999999999974,86.5776888248476,2.8376888248475907,0.8935596553335894,5,
43,semi_sync,0.7143,0.8283957004547119,0.071292,0.7999999999999984,86.45550577772617,2.715505777726165,0.8272882236006406,5,
44,semi_sync,0.5813,1.444117045402527,0.05153199999999998,0.7999999999999984,622.0140440394237,505.75404403942366,0.8408630320788273,5,
45,semi_sync,0.6448,1.0473313242197038,0.027457999999999972,0.9999999999999974,118.61839808399701,2.3583980839970033,0.9291518243329003,5,
46,semi_sync,0.6269,1.0919397592544555,0.055289999999999936,0.9999999999999974,86.28173288876386,2.5417328887638595,0.9265558675498261,5,
47,semi_sync,0.6935,0.8718857318162918,0.05076399999999996,0.9999999999999974,86.432194274041,2.692194274040995,0.9265796576827757,5,
48,semi_sync,0.6337,1.12146657705307,0.04284599999999996,0.7999999999999984,86.23955781855643,2.4995578185564398,0.926581531555553,5,
49,semi_sync,0.6373,1.2509789705276488,0.13168399999999997,0.7999999999999984,119.03542459453988,2.775424594539875,0.8408459863039168,5,
50,semi_sync,0.725,0.8866760820150376,0.15453999999999996,0.9999999999999974,119.4017068044363,3.141706804436306,0.8412283944618116,5,
51,semi_sync,0.6157,1.247282725572586,0.06289799999999997,0.9999999999999974,86.49579355869744,2.755793558697444,0.8278463120443857,5,
52,semi_sync,0.6888,0.9392631709575653,0.06055399999999994,0.9999999999999974,86.75012214282047,3.0101221428204625,0.8278196795588214,5,
53,semi_sync,0.7087,0.8549105763435364,0.07130399999999995,0.7999999999999984,110.76333567481161,27.023335674811612,0.8276058784591853,5,
54,semi_sync,0.7093,0.9389099895954132,0.07474199999999993,0.7999999999999984,119.03749304914973,2.7774930491497347,0.8310698527779432,5,
55,semi_sync,0.6975,0.8984080582857132,0.03576599999999998,0.9999999999999974,118.90181188330499,2.641811883304972,0.8307059674639384,5,
56,semi_sync,0.7137,0.8329524040222168,0.04707199999999994,0.9999999999999974,86.97359153071764,3.233591530717653,0.8170942819795897,5,
57,semi_sync,0.726,0.7731448918581009,0.059377999999999966,0.9999999999999974,218.44338936655026,134.70338936655025,0.8170004168526566,5,
58,semi_sync,0.732,0.7896297365427017,0.06943199999999994,0.7999999999999984,86.36340917768766,2.623409177687665,0.8756299544231194,5,
59,semi_sync,0.6226,1.209414505958557,0.05507399999999998,0.7999999999999984,118.79195479491108,2.53195479491108,0.8831087991632169,5,
60,semi_sync,0.697,0.9894799411296844,0.05085799999999994,0.9999999999999974,119.11420764304555,2.8542076430455525,0.8831339445999162,5,
